ファイアエンブレム	Fire Emblem
パーシー	Percy
ホレイシオ	Horaceio
オスニエル	Osneill
エラ	Ella
ドロシア	Dorothea
ネイサン	Neyson
ジェーン	Jane
マイナ	Mina
アンナ	Anna
アマリア	Amalia
ジェイク	Jake
ベサニー	Bethany
ピエトロ	Pietro
ライカ	Reika
プリチオ	Priccio
スージー	Suzie
ルイ	Louis
ジェフ	Jeff
アール	Al
リリー	Lilly
シェリー	Sherry
ゲンブ	Genbu
ビャッコ	Byakko
リリー	Lilly
ムルヴァ	Morva
アカギ	Akagi
タイホウ	Taihou
ケルン	Cairn
ネックス	Nex
ベイス	Base
モーリス	Maurice
ウーロン	Eulon
オイゲン	Eugen
グレゴリー	Gregory
テウカイ	Teukai
アカシ	Akashi
シラヌイ	Shiranui
ルバート	Rubert
ダルヤー	Darya
エルネスト	Ernest
カガ	Kaga
シラヌイ	Shiranui
アイオン	Aion
テトリフ	Tetliff
ミカサ	Mikasa
ジェゼール	Jessele
スペード	Spade
フュン	Fyon
ダンカン	Duncan
ダール	Dahl
オーロラ	Aurora
アリア	Aria
チュレン	Turen
デカーゴ	Decargo
ドス	Doth
ガザック	Gazzak
ムツ	Mutsu
バラン	Baran
ヤマト	Yamato
リリー	Lilly
ナガト	Nagato
シェリー	Sherry
ゴルバ	Golba
ルサハ	Lucifer
ダミアン	Damian
トラース	Doras
ダーリーン	Darlene
リデール	Riddell
ネミー	Nemi
タリー	Tary
守護兵	Guardian
ニコミナ	Nicomina
ビラク	Vyland
セイリュウ	Seiryu
コウリュウ	Koryu
ヒバチ	Hibachi
バルグ	Valg
フォデス	Fomortiis
マルレーヌ	Marlene
漆黒の騎士	Black Knight
セドリック	Cedric
ヘイデン	Hayden
クリムト	Klimt
ダラ	Dara
アステヌ	Asthene
天馬の伝令	Messenger
メシュキー	Meshky
ボゾルグ	Bozorg
ゼルゼレイ	Zelzery
ガルブ	Galv
精霊	Spirit
光の壁	Light Barrier
ウルフ	Wolf
ミカサ	Mikasa
スザク	Suzaku
プリンセス	Princess
ボウナイト	Bow Knight
リンドブルム	Lindwurm
ダークペガサス	Dark Flier
ダークマージ	Dark Mage
トリックスター	Trickster
ハルバーディア	Halberdier
負の女王	Dark　Queen
シルバーナイト	Silver Knight
ゴールドナイト	Gold　Knight
グリフォンナイト	Griffon Rider
グリフォンナイト	Griffon Rider
ダークセイジ	Dark　Sage
ダークセイジ	Dark　Sage
バトルモンク	War Monk
バトルシスター	War Cleric
バロン	Baron
魔戦士	DreFighter
エレファント	Elepanter
タグエル	Taguel
ソロモン	Solomon
魔女	Witch
ヴァンガード	Vanguard
タイタニア	Titania
シューター	Ballistae
ホースメン	Horseman
精霊	Spirit
ハンター	Hunter
正の女神	Dark　Goddess
光の壁	Light　Barrier
漆黒の騎士	Black Knight
リンドブルム	Lindwurm
バトルメイド	Battle　Maid
皇帝	Emperor
ユニットが死亡しても\r\n次の章で復帰します。\r\nヌルゲーマーと\r\nノーリセプレーしたい人に\r\nおすすめです。	Fallen units return\r\nin next chapter.\r\nRecommended for \r\nCasual Gamer and\r\nIronMan player.
死亡したユニットは、\r\n消滅します。\r\n手ごわいシミュレーション\r\nをしたい方向けに\r\nおすすめです。	Fallen units are\r\ngone and disappear.\r\nRecommended for \r\nyou want to play\r\ntough simulations.
おいおい、こんな貴重品を\r\n本当に売ってもいいのかい？@0003\r\n@0002売るなら@0080@0005ゴールドだが、\r\n本当によいのか？　@0019	Whoa, Are you sure you want to\r\nsell such a valuable item?@0003\r\n@0002How does @0080@0005 gold sound?\r\nAre you sure?@0019
ええっ！！　こんな貴重品を\r\n本当に売ってもいいの？@0003\r\n@0002売るなら@0080@0005ゴールドよ\r\n本当にいいの？　@0019	What? Are you sure you want to\r\nsell such a valuable item?@0003\r\n@0002That's worth @0080@0005 gold.\r\nAre you sure?@0019
あらあら、こんな貴重品を\r\n本当に売ってもいいのかしら？@0003\r\n@0002本当に売るなら@0080@0005ゴールドよ\r\nよろしくて？　@0019	Oh dear. Are you sure you want to\r\nsell me such a valuable item?@0003\r\n@0002That's worth @0080@0005 gold.\r\nIs that all right?@0019
それは貴重品ですが大丈夫ですか？	Are you selling valuable item?
セレフィユ	Serafew
剣姫	SwordVassal
